receptor,rep,simID,y,family,label,traj_file,top_file,graph_file,scalar_file,tica_file,n_frames_total,traj_id,chunk_file,fold,split
Adenosine_receptor_A2a~3RFM_A,1,37,0.0,Adenosine,single_state,Adenosine_receptor_A2a~3RFM_A~unknown~10406_trj_37.xtc,Adenosine_receptor_A2a~3RFM_A~unknown~10403_dyn_37.psf,Adenosine_receptor_A2a_3RFM_A_rep1_37.npy,Adenosine_receptor_A2a_3RFM_A_sim37_rep1.npy,Adenosine_receptor_A2a_3RFM_A_sim37_rep1.npy,2500,Adenosine_receptor_A2a_3RFM_A_rep1_37,Adenosine_receptor_A2a_3RFM_A_sim37_rep1.npy,4,train
Adenosine_receptor_A2a~3UZA_A,2,39,1.0,Adenosine,multi_state,Adenosine_receptor_A2a~3UZA_A~unknown~10420_trj_39.xtc,Adenosine_receptor_A2a~3UZA_A~39~10419_dyn_39.psf,Adenosine_receptor_A2a_3UZA_A_rep2_39.npy,Adenosine_receptor_A2a_3UZA_A_sim39_rep2.npy,Adenosine_receptor_A2a_3UZA_A_sim39_rep2.npy,2500,Adenosine_receptor_A2a_3UZA_A_rep2_39,Adenosine_receptor_A2a_3UZA_A_sim39_rep2.npy,4,train
Adenosine_receptor_A2a~3UZA_A,1,40,0.0,Adenosine,single_state,Adenosine_receptor_A2a~3UZA_A~unknown~10432_trj_40.xtc,Adenosine_receptor_A2a~3UZA_A~40~10427_dyn_40.psf,Adenosine_receptor_A2a_3UZA_A_rep1_40.npy,Adenosine_receptor_A2a_3UZA_A_sim40_rep1.npy,Adenosine_receptor_A2a_3UZA_A_sim40_rep1.npy,2500,Adenosine_receptor_A2a_3UZA_A_rep1_40,Adenosine_receptor_A2a_3UZA_A_sim40_rep1.npy,4,train
Adenosine_receptor_A2a~3UZC_A,1,42,0.0,Adenosine,single_state,Adenosine_receptor_A2a~3UZC_A~unknown~10452_trj_42.xtc,Adenosine_receptor_A2a~3UZC_A~42~10447_dyn_42.psf,Adenosine_receptor_A2a_3UZC_A_rep1_42.npy,Adenosine_receptor_A2a_3UZC_A_sim42_rep1.npy,Adenosine_receptor_A2a_3UZC_A_sim42_rep1.npy,2500,Adenosine_receptor_A2a_3UZC_A_rep1_42,Adenosine_receptor_A2a_3UZC_A_sim42_rep1.npy,4,train
Adenosine_receptor_A2a~4EIY_A,1,43,1.0,Adenosine,multi_state,Adenosine_receptor_A2a~4EIY_A~unknown~10457_trj_43.xtc,Adenosine_receptor_A2a~4EIY_A~unknown~10455_dyn_43.psf,Adenosine_receptor_A2a_4EIY_A_rep1_43.npy,Adenosine_receptor_A2a_4EIY_A_sim43_rep1.npy,Adenosine_receptor_A2a_4EIY_A_sim43_rep1.npy,2500,Adenosine_receptor_A2a_4EIY_A_rep1_43,Adenosine_receptor_A2a_4EIY_A_sim43_rep1.npy,4,train
Adenosine_receptor_A2a~4EIY_A,1,44,0.0,Adenosine,single_state,Adenosine_receptor_A2a~4EIY_A~unknown~10462_trj_44.xtc,Adenosine_receptor_A2a~4EIY_A~unknown~10467_dyn_44.psf,Adenosine_receptor_A2a_4EIY_A_rep1_44.npy,Adenosine_receptor_A2a_4EIY_A_sim44_rep1.npy,Adenosine_receptor_A2a_4EIY_A_sim44_rep1.npy,2500,Adenosine_receptor_A2a_4EIY_A_rep1_44,Adenosine_receptor_A2a_4EIY_A_sim44_rep1.npy,4,train
Adenosine_receptor_A2a~4UHR_A,1,45,0.0,Adenosine,single_state,Adenosine_receptor_A2a~4UHR_A~unknown~10470_trj_45.xtc,Adenosine_receptor_A2a~4UHR_A~unknown~10475_dyn_45.psf,Adenosine_receptor_A2a_4UHR_A_rep1_45.npy,Adenosine_receptor_A2a_4UHR_A_sim45_rep1.npy,Adenosine_receptor_A2a_4UHR_A_sim45_rep1.npy,2500,Adenosine_receptor_A2a_4UHR_A_rep1_45,Adenosine_receptor_A2a_4UHR_A_sim45_rep1.npy,4,train
Adenosine_receptor_A2a~5G53_A,2,48,0.0,Adenosine,single_state,Adenosine_receptor_A2a~5G53_A~unknown~10496_trj_48.xtc,Adenosine_receptor_A2a~5G53_A~48~10499_dyn_48.psf,Adenosine_receptor_A2a_5G53_A_rep2_48.npy,Adenosine_receptor_A2a_5G53_A_sim48_rep2.npy,Adenosine_receptor_A2a_5G53_A_sim48_rep2.npy,500,Adenosine_receptor_A2a_5G53_A_rep2_48,Adenosine_receptor_A2a_5G53_A_sim48_rep2.npy,4,train
Adenosine_receptor_A2a~5IU4_A,1,50,0.0,Adenosine,single_state,Adenosine_receptor_A2a~5IU4_A~unknown~10513_trj_50.xtc,Adenosine_receptor_A2a~5IU4_A~unknown~10517_dyn_50.psf,Adenosine_receptor_A2a_5IU4_A_rep1_50.npy,Adenosine_receptor_A2a_5IU4_A_sim50_rep1.npy,Adenosine_receptor_A2a_5IU4_A_sim50_rep1.npy,2500,Adenosine_receptor_A2a_5IU4_A_rep1_50,Adenosine_receptor_A2a_5IU4_A_sim50_rep1.npy,4,train
Adenosine_receptor_A2a~5IU7_A,1,51,0.0,Adenosine,single_state,Adenosine_receptor_A2a~5IU7_A~unknown~10520_trj_51.xtc,Adenosine_receptor_A2a~5IU7_A~unknown~10525_dyn_51.psf,Adenosine_receptor_A2a_5IU7_A_rep1_51.npy,Adenosine_receptor_A2a_5IU7_A_sim51_rep1.npy,Adenosine_receptor_A2a_5IU7_A_sim51_rep1.npy,2500,Adenosine_receptor_A2a_5IU7_A_rep1_51,Adenosine_receptor_A2a_5IU7_A_sim51_rep1.npy,4,train
Adenosine_receptor_A2a~5IU8_A,1,52,1.0,Adenosine,multi_state,Adenosine_receptor_A2a~5IU8_A~unknown~10529_trj_52.xtc,Adenosine_receptor_A2a~5IU8_A~unknown~10534_dyn_52.psf,Adenosine_receptor_A2a_5IU8_A_rep1_52.npy,Adenosine_receptor_A2a_5IU8_A_sim52_rep1.npy,Adenosine_receptor_A2a_5IU8_A_sim52_rep1.npy,2500,Adenosine_receptor_A2a_5IU8_A_rep1_52,Adenosine_receptor_A2a_5IU8_A_sim52_rep1.npy,4,train
Adenosine_receptor_A2a~5IUA_A,1,53,0.0,Adenosine,single_state,Adenosine_receptor_A2a~5IUA_A~unknown~10536_trj_53.xtc,Adenosine_receptor_A2a~5IUA_A~unknown~10540_dyn_53.psf,Adenosine_receptor_A2a_5IUA_A_rep1_53.npy,Adenosine_receptor_A2a_5IUA_A_sim53_rep1.npy,Adenosine_receptor_A2a_5IUA_A_sim53_rep1.npy,2500,Adenosine_receptor_A2a_5IUA_A_rep1_53,Adenosine_receptor_A2a_5IUA_A_sim53_rep1.npy,4,train
Adenosine_receptor_A2a~5IUB_A,1,54,1.0,Adenosine,multi_state,Adenosine_receptor_A2a~5IUB_A~unknown~10544_trj_54.xtc,Adenosine_receptor_A2a~5IUB_A~unknown~10549_dyn_54.psf,Adenosine_receptor_A2a_5IUB_A_rep1_54.npy,Adenosine_receptor_A2a_5IUB_A_sim54_rep1.npy,Adenosine_receptor_A2a_5IUB_A_sim54_rep1.npy,2500,Adenosine_receptor_A2a_5IUB_A_rep1_54,Adenosine_receptor_A2a_5IUB_A_sim54_rep1.npy,4,train
Adenosine_receptor_A2a~5K2C,1,998,0.0,Adenosine,single_state,Adenosine_receptor_A2a~5K2C~unknown~17111_trj_998.xtc,Adenosine_receptor_A2a~5K2C~998~17108_dyn_998.psf,Adenosine_receptor_A2a_5K2C_rep1_998.npy,Adenosine_receptor_A2a_5K2C_sim998_rep1.npy,Adenosine_receptor_A2a_5K2C_sim998_rep1.npy,2500,Adenosine_receptor_A2a_5K2C_rep1_998,Adenosine_receptor_A2a_5K2C_sim998_rep1.npy,4,train
Adenosine_receptor_A2a~5OLG,1,922,0.0,Adenosine,single_state,Adenosine_receptor_A2a~5OLG~unknown~16604_trj_922.xtc,Adenosine_receptor_A2a~5OLG~922~16601_dyn_922.psf,Adenosine_receptor_A2a_5OLG_rep1_922.npy,Adenosine_receptor_A2a_5OLG_sim922_rep1.npy,Adenosine_receptor_A2a_5OLG_sim922_rep1.npy,2500,Adenosine_receptor_A2a_5OLG_rep1_922,Adenosine_receptor_A2a_5OLG_sim922_rep1.npy,4,train
Adenosine_receptor_A2a~5OLH,1,930,1.0,Adenosine,multi_state,Adenosine_receptor_A2a~5OLH~unknown~16660_trj_930.xtc,Adenosine_receptor_A2a~5OLH~930~16657_dyn_930.psf,Adenosine_receptor_A2a_5OLH_rep1_930.npy,Adenosine_receptor_A2a_5OLH_sim930_rep1.npy,Adenosine_receptor_A2a_5OLH_sim930_rep1.npy,2500,Adenosine_receptor_A2a_5OLH_rep1_930,Adenosine_receptor_A2a_5OLH_sim930_rep1.npy,4,train
Adenosine_receptor_A2a~5VRA,1,1011,1.0,Adenosine,multi_state,Adenosine_receptor_A2a~5VRA~unknown~17202_trj_1011.xtc,Adenosine_receptor_A2a~5VRA~1011~17199_dyn_1011.psf,Adenosine_receptor_A2a_5VRA_rep1_1011.npy,Adenosine_receptor_A2a_5VRA_sim1011_rep1.npy,Adenosine_receptor_A2a_5VRA_sim1011_rep1.npy,2500,Adenosine_receptor_A2a_5VRA_rep1_1011,Adenosine_receptor_A2a_5VRA_sim1011_rep1.npy,4,train
Adenosine_receptor_A1~5UEN_Z,1,21,0.0,Adenosine,single_state,Adenosine_receptor_A1~5UEN_Z~unknown~10270_trj_21.xtc,Adenosine_receptor_A1~5UEN_Z~unknown~10267_dyn_21.psf,Adenosine_receptor_A1_5UEN_Z_rep1_21.npy,Adenosine_receptor_A1_5UEN_Z_sim21_rep1.npy,Adenosine_receptor_A1_5UEN_Z_sim21_rep1.npy,2500,Adenosine_receptor_A1_5UEN_Z_rep1_21,Adenosine_receptor_A1_5UEN_Z_sim21_rep1.npy,4,test
Adenosine_receptor_A2a~3RFM_A,1,38,0.0,Adenosine,single_state,Adenosine_receptor_A2a~3RFM_A~unknown~10414_trj_38.xtc,Adenosine_receptor_A2a~3RFM_A~38~10411_dyn_38.psf,Adenosine_receptor_A2a_3RFM_A_rep1_38.npy,Adenosine_receptor_A2a_3RFM_A_sim38_rep1.npy,Adenosine_receptor_A2a_3RFM_A_sim38_rep1.npy,2500,Adenosine_receptor_A2a_3RFM_A_rep1_38,Adenosine_receptor_A2a_3RFM_A_sim38_rep1.npy,4,test
Adenosine_receptor_A2a~3UZC_A,1,41,1.0,Adenosine,multi_state,Adenosine_receptor_A2a~3UZC_A~unknown~10438_trj_41.xtc,Adenosine_receptor_A2a~3UZC_A~unknown~10434_dyn_41.psf,Adenosine_receptor_A2a_3UZC_A_rep1_41.npy,Adenosine_receptor_A2a_3UZC_A_sim41_rep1.npy,Adenosine_receptor_A2a_3UZC_A_sim41_rep1.npy,2500,Adenosine_receptor_A2a_3UZC_A_rep1_41,Adenosine_receptor_A2a_3UZC_A_sim41_rep1.npy,4,test
Adenosine_receptor_A2a~4UHR_A,1,46,0.0,Adenosine,single_state,Adenosine_receptor_A2a~4UHR_A~unknown~10484_trj_46.xtc,Adenosine_receptor_A2a~4UHR_A~unknown~10482_dyn_46.psf,Adenosine_receptor_A2a_4UHR_A_rep1_46.npy,Adenosine_receptor_A2a_4UHR_A_sim46_rep1.npy,Adenosine_receptor_A2a_4UHR_A_sim46_rep1.npy,1000,Adenosine_receptor_A2a_4UHR_A_rep1_46,Adenosine_receptor_A2a_4UHR_A_sim46_rep1.npy,4,test
Adenosine_receptor_A2a~5IU4_A,1,49,1.0,Adenosine,multi_state,Adenosine_receptor_A2a~5IU4_A~unknown~10504_trj_49.xtc,Adenosine_receptor_A2a~5IU4_A~unknown~10509_dyn_49.psf,Adenosine_receptor_A2a_5IU4_A_rep1_49.npy,Adenosine_receptor_A2a_5IU4_A_sim49_rep1.npy,Adenosine_receptor_A2a_5IU4_A_sim49_rep1.npy,2500,Adenosine_receptor_A2a_5IU4_A_rep1_49,Adenosine_receptor_A2a_5IU4_A_sim49_rep1.npy,4,test
Adenosine_receptor_A2a~5K2C,2,999,0.0,Adenosine,single_state,Adenosine_receptor_A2a~5K2C~unknown~17118_trj_999.xtc,Adenosine_receptor_A2a~5K2C~999~17115_dyn_999.psf,Adenosine_receptor_A2a_5K2C_rep2_999.npy,Adenosine_receptor_A2a_5K2C_sim999_rep2.npy,Adenosine_receptor_A2a_5K2C_sim999_rep2.npy,2500,Adenosine_receptor_A2a_5K2C_rep2_999,Adenosine_receptor_A2a_5K2C_sim999_rep2.npy,4,test
ADRB2~3NYA_A,2,100,0.0,Adrenergic,single_state,ADRB2~3NYA_A~inactive~10954_trj_100.xtc,ADRB2~3NYA_A~inactive~10958_dyn_100.psf,ADRB2_3NYA_A_rep2_100.npy,ADRB2_3NYA_A_sim100_rep2.npy,ADRB2_3NYA_A_sim100_rep2.npy,2500,ADRB2_3NYA_A_rep2_100,ADRB2_3NYA_A_sim100_rep2.npy,0,train
Beta-1_adrenergic_receptor~2Y00_B,1,13,0.0,Adrenergic,single_state,Beta-1_adrenergic_receptor~2Y00_B~unknown~10201_trj_13.xtc,Beta-1_adrenergic_receptor~2Y00_B~unknown~10204_dyn_13.psf,Beta-1_adrenergic_receptor_2Y00_B_rep1_13.npy,Beta-1_adrenergic_receptor_2Y00_B_sim13_rep1.npy,Beta-1_adrenergic_receptor_2Y00_B_sim13_rep1.npy,2500,Beta-1_adrenergic_receptor_2Y00_B_rep1_13,Beta-1_adrenergic_receptor_2Y00_B_sim13_rep1.npy,0,train
Beta-1_adrenergic_receptor~2Y00_B,1,14,0.0,Adrenergic,single_state,Beta-1_adrenergic_receptor~2Y00_B~unknown~10209_trj_14.xtc,Beta-1_adrenergic_receptor~2Y00_B~14~10212_dyn_14.psf,Beta-1_adrenergic_receptor_2Y00_B_rep1_14.npy,Beta-1_adrenergic_receptor_2Y00_B_sim14_rep1.npy,Beta-1_adrenergic_receptor_2Y00_B_sim14_rep1.npy,2000,Beta-1_adrenergic_receptor_2Y00_B_rep1_14,Beta-1_adrenergic_receptor_2Y00_B_sim14_rep1.npy,0,train
Beta-1_adrenergic_receptor~2Y00_B,1,15,0.0,Adrenergic,single_state,Beta-1_adrenergic_receptor~2Y00_B~unknown~10219_trj_15.xtc,Beta-1_adrenergic_receptor~2Y00_B~unknown~10223_dyn_15.psf,Beta-1_adrenergic_receptor_2Y00_B_rep1_15.npy,Beta-1_adrenergic_receptor_2Y00_B_sim15_rep1.npy,Beta-1_adrenergic_receptor_2Y00_B_sim15_rep1.npy,2500,Beta-1_adrenergic_receptor_2Y00_B_rep1_15,Beta-1_adrenergic_receptor_2Y00_B_sim15_rep1.npy,0,train
Beta-1_adrenergic_receptor~2Y00_B,2,16,1.0,Adrenergic,multi_state,Beta-1_adrenergic_receptor~2Y00_B~unknown~10226_trj_16.xtc,Beta-1_adrenergic_receptor~2Y00_B~16~10230_dyn_16.psf,Beta-1_adrenergic_receptor_2Y00_B_rep2_16.npy,Beta-1_adrenergic_receptor_2Y00_B_sim16_rep2.npy,Beta-1_adrenergic_receptor_2Y00_B_sim16_rep2.npy,2500,Beta-1_adrenergic_receptor_2Y00_B_rep2_16,Beta-1_adrenergic_receptor_2Y00_B_sim16_rep2.npy,0,train
Beta-1_adrenergic_receptor~2Y02_B,1,18,0.0,Adrenergic,single_state,Beta-1_adrenergic_receptor~2Y02_B~unknown~10244_trj_18.xtc,Beta-1_adrenergic_receptor~2Y02_B~unknown~10242_dyn_18.psf,Beta-1_adrenergic_receptor_2Y02_B_rep1_18.npy,Beta-1_adrenergic_receptor_2Y02_B_sim18_rep1.npy,Beta-1_adrenergic_receptor_2Y02_B_sim18_rep1.npy,2500,Beta-1_adrenergic_receptor_2Y02_B_rep1_18,Beta-1_adrenergic_receptor_2Y02_B_sim18_rep1.npy,0,train
Beta-1_adrenergic_receptor~2Y02_B,1,19,0.0,Adrenergic,single_state,Beta-1_adrenergic_receptor~2Y02_B~unknown~10255_trj_19.xtc,Beta-1_adrenergic_receptor~2Y02_B~19~10254_dyn_19.psf,Beta-1_adrenergic_receptor_2Y02_B_rep1_19.npy,Beta-1_adrenergic_receptor_2Y02_B_sim19_rep1.npy,Beta-1_adrenergic_receptor_2Y02_B_sim19_rep1.npy,2500,Beta-1_adrenergic_receptor_2Y02_B_rep1_19,Beta-1_adrenergic_receptor_2Y02_B_sim19_rep1.npy,0,train
Beta-1_adrenergic_receptor~2Y02_B,1,20,0.0,Adrenergic,single_state,Beta-1_adrenergic_receptor~2Y02_B~unknown~10263_trj_20.xtc,Beta-1_adrenergic_receptor~2Y02_B~unknown~10260_dyn_20.psf,Beta-1_adrenergic_receptor_2Y02_B_rep1_20.npy,Beta-1_adrenergic_receptor_2Y02_B_sim20_rep1.npy,Beta-1_adrenergic_receptor_2Y02_B_sim20_rep1.npy,2500,Beta-1_adrenergic_receptor_2Y02_B_rep1_20,Beta-1_adrenergic_receptor_2Y02_B_sim20_rep1.npy,0,train
Beta-1_adrenergic_receptor~2Y03_B,1,23,0.0,Adrenergic,single_state,Beta-1_adrenergic_receptor~2Y03_B~unknown~11801_trj_23.xtc,Beta-1_adrenergic_receptor~2Y03_B~unknown~10285_dyn_23.psf,Beta-1_adrenergic_receptor_2Y03_B_rep1_23.npy,Beta-1_adrenergic_receptor_2Y03_B_sim23_rep1.npy,Beta-1_adrenergic_receptor_2Y03_B_sim23_rep1.npy,1750,Beta-1_adrenergic_receptor_2Y03_B_rep1_23,Beta-1_adrenergic_receptor_2Y03_B_sim23_rep1.npy,0,train
Beta-1_adrenergic_receptor~2Y03_B,1,25,0.0,Adrenergic,single_state,Beta-1_adrenergic_receptor~2Y03_B~unknown~10303_trj_25.xtc,Beta-1_adrenergic_receptor~2Y03_B~unknown~10302_dyn_25.psf,Beta-1_adrenergic_receptor_2Y03_B_rep1_25.npy,Beta-1_adrenergic_receptor_2Y03_B_sim25_rep1.npy,Beta-1_adrenergic_receptor_2Y03_B_sim25_rep1.npy,2500,Beta-1_adrenergic_receptor_2Y03_B_rep1_25,Beta-1_adrenergic_receptor_2Y03_B_sim25_rep1.npy,0,train
Beta-1_adrenergic_receptor~2Y04_B,1,27,1.0,Adrenergic,multi_state,Beta-1_adrenergic_receptor~2Y04_B~unknown~10318_trj_27.xtc,Beta-1_adrenergic_receptor~2Y04_B~unknown~10315_dyn_27.psf,Beta-1_adrenergic_receptor_2Y04_B_rep1_27.npy,Beta-1_adrenergic_receptor_2Y04_B_sim27_rep1.npy,Beta-1_adrenergic_receptor_2Y04_B_sim27_rep1.npy,2500,Beta-1_adrenergic_receptor_2Y04_B_rep1_27,Beta-1_adrenergic_receptor_2Y04_B_sim27_rep1.npy,0,train
Beta-1_adrenergic_receptor~2Y04_B,1,28,1.0,Adrenergic,multi_state,Beta-1_adrenergic_receptor~2Y04_B~unknown~10326_trj_28.xtc,Beta-1_adrenergic_receptor~2Y04_B~unknown~10323_dyn_28.psf,Beta-1_adrenergic_receptor_2Y04_B_rep1_28.npy,Beta-1_adrenergic_receptor_2Y04_B_sim28_rep1.npy,Beta-1_adrenergic_receptor_2Y04_B_sim28_rep1.npy,2500,Beta-1_adrenergic_receptor_2Y04_B_rep1_28,Beta-1_adrenergic_receptor_2Y04_B_sim28_rep1.npy,0,train
Beta-1_adrenergic_receptor~2Y04_B,1,55,1.0,Adrenergic,multi_state,Beta-1_adrenergic_receptor~2Y04_B~unknown~10556_trj_55.xtc,Beta-1_adrenergic_receptor~2Y04_B~unknown~10559_dyn_55.psf,Beta-1_adrenergic_receptor_2Y04_B_rep1_55.npy,Beta-1_adrenergic_receptor_2Y04_B_sim55_rep1.npy,Beta-1_adrenergic_receptor_2Y04_B_sim55_rep1.npy,2500,Beta-1_adrenergic_receptor_2Y04_B_rep1_55,Beta-1_adrenergic_receptor_2Y04_B_sim55_rep1.npy,0,train
Beta-1_adrenergic_receptor~2YCW_A,1,57,0.0,Adrenergic,single_state,Beta-1_adrenergic_receptor~2YCW_A~unknown~10569_trj_57.xtc,Beta-1_adrenergic_receptor~2YCW_A~unknown~10574_dyn_57.psf,Beta-1_adrenergic_receptor_2YCW_A_rep1_57.npy,Beta-1_adrenergic_receptor_2YCW_A_sim57_rep1.npy,Beta-1_adrenergic_receptor_2YCW_A_sim57_rep1.npy,2500,Beta-1_adrenergic_receptor_2YCW_A_rep1_57,Beta-1_adrenergic_receptor_2YCW_A_sim57_rep1.npy,0,train
Beta-1_adrenergic_receptor~2YCW_A,2,64,0.0,Adrenergic,single_state,Beta-1_adrenergic_receptor~2YCW_A~unknown~10639_trj_64.xtc,Beta-1_adrenergic_receptor~2YCW_A~64~10644_dyn_64.psf,Beta-1_adrenergic_receptor_2YCW_A_rep2_64.npy,Beta-1_adrenergic_receptor_2YCW_A_sim64_rep2.npy,Beta-1_adrenergic_receptor_2YCW_A_sim64_rep2.npy,2500,Beta-1_adrenergic_receptor_2YCW_A_rep2_64,Beta-1_adrenergic_receptor_2YCW_A_sim64_rep2.npy,0,train
Beta-1_adrenergic_receptor~3ZPQ_B,1,131,0.0,Adrenergic,single_state,Beta-1_adrenergic_receptor~3ZPQ_B~unknown~11255_trj_131.xtc,Beta-1_adrenergic_receptor~3ZPQ_B~unknown~11259_dyn_131.psf,Beta-1_adrenergic_receptor_3ZPQ_B_rep1_131.npy,Beta-1_adrenergic_receptor_3ZPQ_B_sim131_rep1.npy,Beta-1_adrenergic_receptor_3ZPQ_B_sim131_rep1.npy,1500,Beta-1_adrenergic_receptor_3ZPQ_B_rep1_131,Beta-1_adrenergic_receptor_3ZPQ_B_sim131_rep1.npy,0,train
Beta-1_adrenergic_receptor~3ZPQ_B,1,132,0.0,Adrenergic,single_state,Beta-1_adrenergic_receptor~3ZPQ_B~unknown~11263_trj_132.xtc,Beta-1_adrenergic_receptor~3ZPQ_B~unknown~11268_dyn_132.psf,Beta-1_adrenergic_receptor_3ZPQ_B_rep1_132.npy,Beta-1_adrenergic_receptor_3ZPQ_B_sim132_rep1.npy,Beta-1_adrenergic_receptor_3ZPQ_B_sim132_rep1.npy,1500,Beta-1_adrenergic_receptor_3ZPQ_B_rep1_132,Beta-1_adrenergic_receptor_3ZPQ_B_sim132_rep1.npy,0,train
Beta-1_adrenergic_receptor~3ZPQ_B,1,133,0.0,Adrenergic,single_state,Beta-1_adrenergic_receptor~3ZPQ_B~unknown~11275_trj_133.xtc,Beta-1_adrenergic_receptor~3ZPQ_B~unknown~11277_dyn_133.psf,Beta-1_adrenergic_receptor_3ZPQ_B_rep1_133.npy,Beta-1_adrenergic_receptor_3ZPQ_B_sim133_rep1.npy,Beta-1_adrenergic_receptor_3ZPQ_B_sim133_rep1.npy,2500,Beta-1_adrenergic_receptor_3ZPQ_B_rep1_133,Beta-1_adrenergic_receptor_3ZPQ_B_sim133_rep1.npy,0,train
Beta-1_adrenergic_receptor~3ZPQ_B,1,134,0.0,Adrenergic,single_state,Beta-1_adrenergic_receptor~3ZPQ_B~unknown~11282_trj_134.xtc,Beta-1_adrenergic_receptor~3ZPQ_B~unknown~11285_dyn_134.psf,Beta-1_adrenergic_receptor_3ZPQ_B_rep1_134.npy,Beta-1_adrenergic_receptor_3ZPQ_B_sim134_rep1.npy,Beta-1_adrenergic_receptor_3ZPQ_B_sim134_rep1.npy,2500,Beta-1_adrenergic_receptor_3ZPQ_B_rep1_134,Beta-1_adrenergic_receptor_3ZPQ_B_sim134_rep1.npy,0,train
Beta-1_adrenergic_receptor~3ZPR_B,1,135,0.0,Adrenergic,single_state,Beta-1_adrenergic_receptor~3ZPR_B~unknown~11289_trj_135.xtc,Beta-1_adrenergic_receptor~3ZPR_B~unknown~11294_dyn_135.psf,Beta-1_adrenergic_receptor_3ZPR_B_rep1_135.npy,Beta-1_adrenergic_receptor_3ZPR_B_sim135_rep1.npy,Beta-1_adrenergic_receptor_3ZPR_B_sim135_rep1.npy,2500,Beta-1_adrenergic_receptor_3ZPR_B_rep1_135,Beta-1_adrenergic_receptor_3ZPR_B_sim135_rep1.npy,0,train
Beta-1_adrenergic_receptor~3ZPR_B,1,136,1.0,Adrenergic,multi_state,Beta-1_adrenergic_receptor~3ZPR_B~unknown~11297_trj_136.xtc,Beta-1_adrenergic_receptor~3ZPR_B~unknown~11302_dyn_136.psf,Beta-1_adrenergic_receptor_3ZPR_B_rep1_136.npy,Beta-1_adrenergic_receptor_3ZPR_B_sim136_rep1.npy,Beta-1_adrenergic_receptor_3ZPR_B_sim136_rep1.npy,2250,Beta-1_adrenergic_receptor_3ZPR_B_rep1_136,Beta-1_adrenergic_receptor_3ZPR_B_sim136_rep1.npy,0,train
Beta-1_adrenergic_receptor~3ZPR_B,1,137,1.0,Adrenergic,multi_state,Beta-1_adrenergic_receptor~3ZPR_B~unknown~11305_trj_137.xtc,Beta-1_adrenergic_receptor~3ZPR_B~unknown~11309_dyn_137.psf,Beta-1_adrenergic_receptor_3ZPR_B_rep1_137.npy,Beta-1_adrenergic_receptor_3ZPR_B_sim137_rep1.npy,Beta-1_adrenergic_receptor_3ZPR_B_sim137_rep1.npy,2250,Beta-1_adrenergic_receptor_3ZPR_B_rep1_137,Beta-1_adrenergic_receptor_3ZPR_B_sim137_rep1.npy,0,train
Beta-1_adrenergic_receptor~4AMI_A,1,140,0.0,Adrenergic,single_state,Beta-1_adrenergic_receptor~4AMI_A~unknown~11333_trj_140.xtc,Beta-1_adrenergic_receptor~4AMI_A~unknown~11335_dyn_140.psf,Beta-1_adrenergic_receptor_4AMI_A_rep1_140.npy,Beta-1_adrenergic_receptor_4AMI_A_sim140_rep1.npy,Beta-1_adrenergic_receptor_4AMI_A_sim140_rep1.npy,2500,Beta-1_adrenergic_receptor_4AMI_A_rep1_140,Beta-1_adrenergic_receptor_4AMI_A_sim140_rep1.npy,0,train
Beta-1_adrenergic_receptor~4AMJ_B,1,141,1.0,Adrenergic,multi_state,Beta-1_adrenergic_receptor~4AMJ_B~unknown~11340_trj_141.xtc,Beta-1_adrenergic_receptor~4AMJ_B~unknown~11345_dyn_141.psf,Beta-1_adrenergic_receptor_4AMJ_B_rep1_141.npy,Beta-1_adrenergic_receptor_4AMJ_B_sim141_rep1.npy,Beta-1_adrenergic_receptor_4AMJ_B_sim141_rep1.npy,2500,Beta-1_adrenergic_receptor_4AMJ_B_rep1_141,Beta-1_adrenergic_receptor_4AMJ_B_sim141_rep1.npy,0,train
Beta-1_adrenergic_receptor~4AMJ_B,1,167,0.0,Adrenergic,single_state,Beta-1_adrenergic_receptor~4AMJ_B~unknown~11557_trj_167.xtc,Beta-1_adrenergic_receptor~4AMJ_B~unknown~11560_dyn_167.psf,Beta-1_adrenergic_receptor_4AMJ_B_rep1_167.npy,Beta-1_adrenergic_receptor_4AMJ_B_sim167_rep1.npy,Beta-1_adrenergic_receptor_4AMJ_B_sim167_rep1.npy,2500,Beta-1_adrenergic_receptor_4AMJ_B_rep1_167,Beta-1_adrenergic_receptor_4AMJ_B_sim167_rep1.npy,0,train
Beta-1_adrenergic_receptor~4AMJ_B,1,195,1.0,Adrenergic,multi_state,Beta-1_adrenergic_receptor~4AMJ_B~unknown~11792_trj_195.xtc,Beta-1_adrenergic_receptor~4AMJ_B~unknown~11796_dyn_195.psf,Beta-1_adrenergic_receptor_4AMJ_B_rep1_195.npy,Beta-1_adrenergic_receptor_4AMJ_B_sim195_rep1.npy,Beta-1_adrenergic_receptor_4AMJ_B_sim195_rep1.npy,2500,Beta-1_adrenergic_receptor_4AMJ_B_rep1_195,Beta-1_adrenergic_receptor_4AMJ_B_sim195_rep1.npy,0,train
